877;MorningstarP;Profile -- Industry;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Industry")
878;MorningstarP;Profile -- Sector;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Sector")
879;MorningstarP;Profile -- Stock Type;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Type")
880;MorningstarP;Profile -- Stock Style;=TRIM(smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Style"),"</div>","~"))

881;MorningstarT;Take -- Growth;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Growth"),"_grade","""")
882;MorningstarT;Take -- Profitability;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Profitability"),"_grade","""")
883;MorningStar;Stock Grades -- Financial Health;http://quicktake.morningstar.com/stocknet/printreport.aspx?symbol=~~~~~;2;STOCK GRADES;FINANCIAL HEALTH; ; ;0;0;0;0
14250;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14251;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14252;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14253;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14254;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14255;MorningstarGR;Key Ratios -- Revenue Growth -- 10-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Revenue %",5000),">10-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14256;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),2,"|"),">","<"))/100
14257;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),3,"|"),">","<"))/100
14258;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),4,"|"),">","<"))/100
14259;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),5,"|"),">","<"))/100
14260;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),6,"|"),">","<"))/100
14261;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),7,"|"),">","<"))/100
14262;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),8,"|"),">","<"))/100
14263;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),9,"|"),">","<"))/100
14264;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),10,"|"),">","<"))/100
14265;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),11,"|"),">","<"))/100
14266;MorningstarGR;Key Ratios -- Operating Income -- Year over Year -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">Year over Year","tr"),"<td","|"),12,"|"),">","<"))/100
14267;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14268;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14269;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14270;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14271;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14272;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14273;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14274;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14275;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14276;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14277;MorningstarGR;Key Ratios -- Operating Income -- 3-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">3-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14278;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14279;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14280;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14281;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14282;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14283;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14284;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14285;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14286;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14287;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14288;MorningstarGR;Key Ratios -- Operating Income -- 5-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">5-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14289;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14290;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14291;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14292;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14293;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14294;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14295;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14296;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14297;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14298;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14299;MorningstarGR;Key Ratios -- Operating Income -- 10-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">Operating Income",5000),">10-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14300;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),2,"|"),">","<"))/100
14301;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),3,"|"),">","<"))/100
14302;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),4,"|"),">","<"))/100
14303;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),5,"|"),">","<"))/100
14304;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),6,"|"),">","<"))/100
14305;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),7,"|"),">","<"))/100
14306;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),8,"|"),">","<"))/100
14307;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),9,"|"),">","<"))/100
14308;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),10,"|"),">","<"))/100
14309;MorningstarGR;Key Ratios -- EPS -- Year over Year -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),11,"|"),">","<"))/100
14310;MorningstarGR;Key Ratios -- EPS -- Year over Year -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">Year over Year","tr"),"<td","|"),12,"|"),">","<"))/100
14311;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14312;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14313;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14314;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14315;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14316;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14317;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),8,"|"),">","<"))/100
14318;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 3;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),9,"|"),">","<"))/100
14319;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 2;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),10,"|"),">","<"))/100
14320;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- Year 1;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),11,"|"),">","<"))/100
14321;MorningstarGR;Key Ratios -- EPS -- 3-Year Average -- MRQ;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">3-Year","tr"),"<td","|"),12,"|"),">","<"))/100
14322;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 10;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),2,"|"),">","<"))/100
14323;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 9;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),3,"|"),">","<"))/100
14324;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 8;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),4,"|"),">","<"))/100
14325;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 7;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),5,"|"),">","<"))/100
14326;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 6;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),6,"|"),">","<"))/100
14327;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 5;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),7,"|"),">","<"))/100
14328;MorningstarGR;Key Ratios -- EPS -- 5-Year Average -- Year 4;=smfConvertData(smfstrExtr(smfWord(SUBSTITUTE(smfstrExtr(RCHGetWebData("http://financials.morningstar.com/financials/getKeyStatPart.html?&callback=?&t=~~~~~",">EPS %",5000),">5-Year","tr"),"<td","|"),8,"|"),">","<"))/100
